odb_file,P_index,realization,log10_K_Lower,log10_K_Middle,log10_K_Upper,COV,dh,dv,zk101,zk120,zk102,zk141,zk103,zk140,zk139,zk138,zk104,zk137,zk105,zk410,zk106,zk136,zk107,zk135,zk134,zk108,zk133,zk132,zk109,zk131,zk110
Job_P039_R14.odb,39,14,-8.223134637733672,-6.8329137603589665,-5.116096225010515,0.563304973859772,235.04811481686843,4.517313130090702,445.3862,428.4883,438.6743,441.8792,440.4734,445.4657,455.8216,440.2301,440.4782,466.615,501.148,497.1511,491.7027,455.3074,461.3481,429.6386,437.7122,448.4594,431.0749,436.642,438.0408,438.7185,425.0953
Job_P039_R15.odb,39,15,-8.223134637733672,-6.8329137603589665,-5.116096225010515,0.563304973859772,235.04811481686843,4.517313130090702,447.8809,432.2471,441.7933,444.4405,442.8374,445.2357,457.032,441.0188,440.6344,467.0444,501.368,495.356,489.6745,452.9654,460.6916,427.8061,436.731,447.9264,430.5841,437.4772,440.3772,440.4734,425.3165
Job_P039_R16.odb,39,16,-8.223134637733672,-6.8329137603589665,-5.116096225010515,0.563304973859772,235.04811481686843,4.517313130090702,445.3339,427.8033,437.7522,440.9669,439.2376,444.8651,455.5713,440.4079,441.7563,467.1879,501.7182,498.159,491.0728,455.4824,461.2656,430.2359,438.7204,448.0459,430.7461,436.5845,437.6431,438.2834,423.7593
Job_P039_R17.odb,39,17,-8.223134637733672,-6.8329137603589665,-5.116096225010515,0.563304973859772,235.04811481686843,4.517313130090702,445.2827,428.4683,438.2452,441.0687,440.9115,444.9751,457.6082,443.0333,444.1989,468.9378,500.109,495.9256,487.387,455.4819,461.7055,430.9422,439.8588,451.8271,433.9898,438.7614,440.2784,439.9876,424.2677
Job_P039_R18.odb,39,18,-8.223134637733672,-6.8329137603589665,-5.116096225010515,0.563304973859772,235.04811481686843,4.517313130090702,446.8591,430.213,439.6165,442.3769,440.3413,444.042,455.8551,440.24,440.7163,466.716,502.2463,497.3265,490.8993,455.3783,462.6576,429.5887,437.8369,448.8831,430.8296,436.644,438.582,438.7023,423.9791
Job_P039_R19.odb,39,19,-8.223134637733672,-6.8329137603589665,-5.116096225010515,0.563304973859772,235.04811481686843,4.517313130090702,443.3482,425.9161,436.2593,440.7853,440.4905,444.7152,458.4719,443.717,443.5997,469.0321,499.1551,497.6018,489.1553,455.924,460.2254,430.8263,438.7012,449.5969,432.8491,438.2887,439.1812,438.4268,423.7134
Job_P039_R20.odb,39,20,-8.223134637733672,-6.8329137603589665,-5.116096225010515,0.563304973859772,235.04811481686843,4.517313130090702,445.7624,428.1663,437.4115,441.2929,439.987,443.4147,455.9045,441.1252,442.1839,467.9831,501.5965,498.2292,491.161,455.5275,461.1834,429.2411,437.7365,448.7392,430.4961,436.155,437.3288,438.1655,423.0762
Job_P040_R01.odb,40,1,-8.87320648064096,-6.260167749635957,-6.947628890547544,0.6959131662034252,253.6204080837944,3.493126889405224,449.7651,433.6406,446.5867,449.7474,449.7866,451.9097,464.7539,449.1938,448.7325,474.8558,508.2451,501.746,497.9347,460.6597,468.2452,435.5542,444.8068,455.7579,438.1221,444.5848,446.1249,446.7626,431.7193
Job_P040_R02.odb,40,2,-8.87320648064096,-6.260167749635957,-6.947628890547544,0.6959131662034252,253.6204080837944,3.493126889405224,448.3774,432.1197,443.7207,447.3054,446.8738,449.4338,463.9049,449.2607,449.3411,476.4725,509.921,505.3143,499.2319,461.544,468.7301,436.8071,444.3096,455.1456,437.4984,442.3935,444.8871,444.3668,428.8317
Job_P040_R03.odb,40,3,-8.87320648064096,-6.260167749635957,-6.947628890547544,0.6959131662034252,253.6204080837944,3.493126889405224,451.9391,434.6713,447.2976,449.8945,447.8671,451.714,463.1075,447.0569,446.7493,473.1411,509.4752,502.2523,500.4018,460.7437,467.9172,434.5343,442.865,453.9888,436.3866,443.5078,444.8395,446.004,432.687
Job_P040_R04.odb,40,4,-8.87320648064096,-6.260167749635957,-6.947628890547544,0.6959131662034252,253.6204080837944,3.493126889405224,449.5456,432.507,443.9259,447.7724,447.5973,450.6819,464.3002,449.5711,449.6345,476.8802,508.784,504.4971,498.5223,462.4978,469.2352,436.4152,445.4005,456.7149,438.0672,443.9366,445.3567,445.3594,429.8409
Job_P040_R05.odb,40,5,-8.87320648064096,-6.260167749635957,-6.947628890547544,0.6959131662034252,253.6204080837944,3.493126889405224,450.6095,432.1746,444.5995,447.9132,446.9868,450.9093,464.2562,448.7698,449.7435,475.5129,508.5457,503.9242,497.8844,463.1903,469.6129,437.5478,445.7761,456.8527,439.4994,444.1454,445.7835,445.8667,429.893
Job_P040_R06.odb,40,6,-8.87320648064096,-6.260167749635957,-6.947628890547544,0.6959131662034252,253.6204080837944,3.493126889405224,448.845,432.6005,443.7632,447.7998,447.5353,449.9233,464.2416,449.8274,450.5314,476.4166,510.3324,504.9323,498.4008,461.9236,468.8651,436.0467,444.5438,455.6108,437.3273,443.3146,444.6946,444.2624,428.6254
Job_P040_R07.odb,40,7,-8.87320648064096,-6.260167749635957,-6.947628890547544,0.6959131662034252,253.6204080837944,3.493126889405224,451.1536,432.7255,443.8596,446.9525,446.2015,452.4019,463.84,447.9476,449.0324,475.2994,507.9602,504.9453,498.0673,462.8597,469.4008,437.9073,447.1856,458.0476,440.5405,445.267,445.5002,446.1955,431.5396
Job_P040_R08.odb,40,8,-8.87320648064096,-6.260167749635957,-6.947628890547544,0.6959131662034252,253.6204080837944,3.493126889405224,449.1751,433.8312,444.4299,447.9405,446.9357,449.6677,464.592,448.9849,450.3162,477.2492,509.1641,504.1541,497.6453,461.677,468.8556,436.7567,445.1588,456.7358,437.7205,444.1382,444.9356,444.9903,429.704
Job_P040_R09.odb,40,9,-8.87320648064096,-6.260167749635957,-6.947628890547544,0.6959131662034252,253.6204080837944,3.493126889405224,449.7747,433.2716,444.3393,448.8347,447.6944,448.1862,465.2368,450.9852,451.4663,477.8908,511.1583,503.9471,498.7573,462.0393,468.7461,435.6017,444.188,455.7375,436.9621,442.4355,444.7797,444.5883,427.5848
Job_P040_R10.odb,40,10,-8.87320648064096,-6.260167749635957,-6.947628890547544,0.6959131662034252,253.6204080837944,3.493126889405224,449.4666,432.6092,444.7211,447.57,447.0272,450.5106,464.5684,448.8282,449.2923,475.7573,509.4683,504.5183,498.094,462.3026,469.6075,437.3693,445.6887,457.295,438.9811,443.7069,445.5726,445.353,430.0006
Job_P040_R11.odb,40,11,-8.87320648064096,-6.260167749635957,-6.947628890547544,0.6959131662034252,253.6204080837944,3.493126889405224,449.6303,432.8242,444.1129,448.908,448.244,451.3977,465.0352,449.52,449.5245,476.3109,508.2782,502.6064,497.7314,461.7223,467.491,436.0052,444.6332,456.4563,438.594,443.7472,447.0126,446.2043,430.7131
Job_P040_R12.odb,40,12,-8.87320648064096,-6.260167749635957,-6.947628890547544,0.6959131662034252,253.6204080837944,3.493126889405224,449.9607,433.8431,444.413,448.7636,448.2613,448.9317,466.0322,450.8514,452.0101,478.9108,510.5219,503.3882,497.4549,461.6178,468.3609,436.1075,444.6768,457.3177,438.7577,442.6863,446.0151,444.4811,428.6167
Job_P040_R13.odb,40,13,-8.87320648064096,-6.260167749635957,-6.947628890547544,0.6959131662034252,253.6204080837944,3.493126889405224,449.3755,432.683,444.0993,448.9532,448.1977,451.0072,465.0455,449.8848,449.4349,475.4931,508.4053,502.982,498.5857,461.1926,469.3923,435.6774,444.174,455.6376,438.2172,443.565,445.9443,446.104,431.7553
Job_P040_R14.odb,40,14,-8.87320648064096,-6.260167749635957,-6.947628890547544,0.6959131662034252,253.6204080837944,3.493126889405224,450.6205,434.7124,445.3488,449.4944,447.6316,452.5167,463.6689,448.5565,448.3723,474.6139,508.5258,502.7233,497.764,460.8968,468.4787,435.6317,444.292,455.6202,437.8849,444.2081,446.1649,446.2969,431.7689
Job_P040_R15.odb,40,15,-8.87320648064096,-6.260167749635957,-6.947628890547544,0.6959131662034252,253.6204080837944,3.493126889405224,449.5652,432.6507,444.9355,448.2956,447.7708,451.0189,464.507,448.5074,448.5311,475.1629,509.8665,503.5765,498.6067,462.1384,468.6579,435.613,444.1865,455.8661,438.0705,444.4386,445.378,445.5308,431.0604
Job_P040_R16.odb,40,16,-8.87320648064096,-6.260167749635957,-6.947628890547544,0.6959131662034252,253.6204080837944,3.493126889405224,449.1804,432.1049,444.0958,448.1131,447.3782,451.0793,464.2558,448.8226,449.6575,475.397,509.7784,504.7121,498.8946,462.7162,468.4557,436.2853,444.3288,456.2057,437.5463,443.3616,444.2127,444.6926,429.7724
Job_P040_R17.odb,40,17,-8.87320648064096,-6.260167749635957,-6.947628890547544,0.6959131662034252,253.6204080837944,3.493126889405224,449.867,432.9877,443.6595,447.0073,446.3724,450.0638,464.9432,449.5253,450.4555,476.5737,508.5754,503.882,497.4897,462.3101,468.3389,437.4901,445.9095,456.7461,438.8099,444.0004,446.2776,445.0086,429.4217
Job_P040_R18.odb,40,18,-8.87320648064096,-6.260167749635957,-6.947628890547544,0.6959131662034252,253.6204080837944,3.493126889405224,449.431,433.045,443.6001,446.8932,445.3083,449.949,462.6246,447.8149,449.1572,474.9242,510.9913,505.8116,499.9422,463.2411,469.9715,437.1944,444.0823,454.5425,436.5545,441.4606,444.1813,443.2455,429.6675
Job_P040_R19.odb,40,19,-8.87320648064096,-6.260167749635957,-6.947628890547544,0.6959131662034252,253.6204080837944,3.493126889405224,447.9418,431.1694,442.3403,447.0293,446.026,450.2853,463.9683,449.282,450.6473,475.7795,509.0365,504.9199,498.5872,463.1148,468.4453,437.2113,444.7428,456.4024,437.6725,444.0196,444.8162,444.3936,429.3032
Job_P040_R20.odb,40,20,-8.87320648064096,-6.260167749635957,-6.947628890547544,0.6959131662034252,253.6204080837944,3.493126889405224,449.2083,432.7745,443.5356,447.26,446.3234,449.386,463.0866,448.8441,449.4468,475.962,509.5962,505.708,498.6026,462.9521,469.2731,436.3065,443.9036,455.9441,437.229,442.3187,444.5004,444.636,429.4977
Job_P041_R01.odb,41,1,-7.271455191704481,-7.488295262709954,-5.055206740944866,0.5533340911635506,92.08255242460027,3.1144151537219322,444.0458,425.7269,435.0617,437.6366,436.5577,441.739,453.0528,439.4876,439.9779,466.0519,499.5634,496.0551,487.8665,455.0481,461.3322,429.64,437.4116,448.4708,429.9869,434.1088,436.0921,435.2256,420.7063
Job_P041_R02.odb,41,2,-7.271455191704481,-7.488295262709954,-5.055206740944866,0.5533340911635506,92.08255242460027,3.1144151537219322,442.0277,424.2189,433.7559,437.166,436.0789,440.6156,453.3929,439.273,440.7519,466.7023,499.811,496.3352,489.1721,454.7556,460.5886,428.7507,436.135,447.8499,428.7779,434.1457,435.531,434.4989,419.9628
Job_P041_R03.odb,41,3,-7.271455191704481,-7.488295262709954,-5.055206740944866,0.5533340911635506,92.08255242460027,3.1144151537219322,443.1318,425.4245,435.2124,438.543,437.0998,441.6736,453.3436,438.5473,439.3186,465.7821,498.1241,495.8124,488.0722,453.6181,460.1894,428.9936,436.4383,447.9181,429.6203,434.4748,436.4995,436.0419,421.0734
Job_P041_R04.odb,41,4,-7.271455191704481,-7.488295262709954,-5.055206740944866,0.5533340911635506,92.08255242460027,3.1144151537219322,445.0193,427.9139,437.6503,439.9148,437.5342,442.7096,452.6365,436.3303,437.1413,464.3031,499.0843,494.6392,489.5998,453.2621,460.1269,426.5209,435.4255,446.9958,427.0064,433.8674,436.0052,435.9947,422.5802
Job_P041_R05.odb,41,5,-7.271455191704481,-7.488295262709954,-5.055206740944866,0.5533340911635506,92.08255242460027,3.1144151537219322,443.8915,426.7648,436.4784,439.3875,437.0209,441.3758,452.7738,437.8436,438.5856,465.3077,500.0496,495.4804,489.7171,453.3007,460.4339,427.4008,434.7078,446.3084,427.4572,433.6309,435.4637,435.5814,421.2405
Job_P041_R06.odb,41,6,-7.271455191704481,-7.488295262709954,-5.055206740944866,0.5533340911635506,92.08255242460027,3.1144151537219322,442.7357,425.4922,435.3183,438.4335,437.2086,441.146,453.7494,439.423,440.0669,466.5259,499.1131,495.615,488.2299,453.2698,459.501,427.8518,436.4844,447.6278,429.5887,434.6395,435.6332,435.5911,420.5542
Job_P041_R07.odb,41,7,-7.271455191704481,-7.488295262709954,-5.055206740944866,0.5533340911635506,92.08255242460027,3.1144151537219322,442.9569,426.0709,435.5507,439.3458,437.4968,441.4503,454.1906,438.8691,439.6166,465.9843,499.0939,495.8202,487.9592,453.3647,459.5422,428.5289,436.4969,447.582,429.3055,434.2084,436.1269,435.7686,422.1068
Job_P041_R08.odb,41,8,-7.271455191704481,-7.488295262709954,-5.055206740944866,0.5533340911635506,92.08255242460027,3.1144151537219322,442.0763,425.3627,435.4021,439.4775,439.2611,442.1066,454.694,441.4777,440.6366,467.4869,498.5247,494.063,488.168,452.8205,458.276,426.475,436.1107,446.6094,429.7882,435.1656,436.7618,436.8016,421.0697
Job_P041_R09.odb,41,9,-7.271455191704481,-7.488295262709954,-5.055206740944866,0.5533340911635506,92.08255242460027,3.1144151537219322,444.3756,426.6316,435.0018,437.8733,436.049,439.8601,452.1106,438.3573,439.8651,466.7733,500.8932,496.274,489.8448,453.8631,461.342,427.6216,435.681,447.1464,428.2406,432.4681,434.6526,434.2926,419.6676
Job_P041_R10.odb,41,10,-7.271455191704481,-7.488295262709954,-5.055206740944866,0.5533340911635506,92.08255242460027,3.1144151537219322,443.5017,425.3864,434.6386,437.7057,437.1341,442.6308,452.0049,437.8852,438.1564,465.3486,498.3022,496.0117,488.4538,454.6041,460.7978,428.9439,437.3808,447.7311,429.6293,434.9979,435.7081,436.3018,422.6689
Job_P041_R11.odb,41,11,-7.271455191704481,-7.488295262709954,-5.055206740944866,0.5533340911635506,92.08255242460027,3.1144151537219322,443.2972,426.2246,436.7267,439.8904,438.8131,440.9323,454.8397,440.133,439.8567,466.1939,499.418,494.9403,487.7132,452.1219,459.1207,427.1098,435.67,446.8837,428.6645,435.5007,437.5681,437.0806,420.8719
Job_P041_R12.odb,41,12,-7.271455191704481,-7.488295262709954,-5.055206740944866,0.5533340911635506,92.08255242460027,3.1144151537219322,443.5677,425.9237,434.8228,437.8572,436.8002,441.1107,452.9706,438.6499,440.0635,465.6215,499.67,496.3035,489.0985,454.2329,461.1896,428.801,437.1538,447.942,429.0032,433.5325,435.8701,435.506,420.4284
Job_P041_R13.odb,41,13,-7.271455191704481,-7.488295262709954,-5.055206740944866,0.5533340911635506,92.08255242460027,3.1144151537219322,444.6375,426.8828,435.2599,437.4633,437.313,440.5874,453.9248,439.6989,440.6387,468.0942,500.5939,496.2109,487.4858,453.3923,460.6745,428.551,436.8924,448.1491,429.2258,433.9188,436.053,436.1314,420.1076
Job_P041_R14.odb,41,14,-7.271455191704481,-7.488295262709954,-5.055206740944866,0.5533340911635506,92.08255242460027,3.1144151537219322,442.3093,424.1971,433.6923,436.9408,435.7725,442.0044,451.4504,437.0847,437.8782,464.3756,498.677,497.6013,490.3633,455.1512,460.9157,428.9625,436.9087,448.002,429.3449,433.4211,434.8649,434.9742,422.0811
Job_P041_R15.odb,41,15,-7.271455191704481,-7.488295262709954,-5.055206740944866,0.5533340911635506,92.08255242460027,3.1144151537219322,442.7819,425.2538,435.1795,438.2856,437.2001,440.9983,454.0567,438.5251,439.9139,465.8188,499.2672,495.6907,488.8061,454.1111,460.0097,428.2102,436.7744,447.0519,429.0557,434.6564,435.9837,435.8575,420.7061
Job_P041_R16.odb,41,16,-7.271455191704481,-7.488295262709954,-5.055206740944866,0.5533340911635506,92.08255242460027,3.1144151537219322,442.0133,424.0367,434.2158,437.7559,436.4209,441.7938,454.1566,439.4834,440.7505,467.1921,499.1076,496.1987,488.1422,454.2961,460.1031,429.325,437.6781,448.6292,429.9303,434.9521,436.9244,435.6232,420.7281
Job_P041_R17.odb,41,17,-7.271455191704481,-7.488295262709954,-5.055206740944866,0.5533340911635506,92.08255242460027,3.1144151537219322,443.2215,425.3008,434.9903,437.8257,436.9949,441.3341,453.6047,439.9216,439.9528,466.0563,499.65,495.6144,488.8816,453.6216,459.6308,428.1786,436.7391,447.5979,429.305,434.2505,436.3905,436.8075,421.4477
Job_P041_R18.odb,41,18,-7.271455191704481,-7.488295262709954,-5.055206740944866,0.5533340911635506,92.08255242460027,3.1144151537219322,442.8588,425.6441,435.5014,438.8192,437.9495,442.1673,455.2242,440.1389,440.6822,466.7475,498.745,494.0666,486.8919,453.5615,459.6166,428.4916,437.483,448.5733,429.7993,435.4792,437.7248,436.1259,421.1909
Job_P041_R19.odb,41,19,-7.271455191704481,-7.488295262709954,-5.055206740944866,0.5533340911635506,92.08255242460027,3.1144151537219322,442.5025,425.4526,435.4373,439.0326,437.9907,442.0658,453.9793,438.5667,439.2118,465.3314,498.9369,494.9694,488.77,453.5226,459.5269,427.5919,436.6548,447.1952,429.6355,434.8397,436.1403,436.1349,421.9576
Job_P041_R20.odb,41,20,-7.271455191704481,-7.488295262709954,-5.055206740944866,0.5533340911635506,92.08255242460027,3.1144151537219322,441.9851,424.2776,434.9335,438.3371,438.4762,442.3828,454.7002,439.8945,440.3203,466.4987,498.7375,495.37,487.4218,453.1869,459.1122,427.8267,436.7427,447.5515,430.2108,435.1371,437.2197,436.9966,421.9755
Job_P042_R01.odb,42,1,-7.964995973102673,-6.093392299141627,-6.123208992299625,0.41283307934591285,105.92533592412533,3.677614664889093,446.4071,429.0742,439.8584,442.9817,441.965,444.5596,457.9104,442.9242,442.6756,468.4909,501.5466,497.3229,490.9776,455.7446,463.0084,430.5526,439.2847,450.9927,432.0152,438.0165,439.7359,439.2629,423.9544
Job_P042_R02.odb,42,2,-7.964995973102673,-6.093392299141627,-6.123208992299625,0.41283307934591285,105.92533592412533,3.677614664889093,445.4632,427.7179,437.426,441.1092,439.9988,443.2671,456.9507,442.5298,443.4668,469.564,502.8426,498.9281,491.9882,456.7671,463.1212,431.4697,439.6548,451.116,432.1891,437.0129,438.8286,437.3276,422.5733
Job_P042_R03.odb,42,3,-7.964995973102673,-6.093392299141627,-6.123208992299625,0.41283307934591285,105.92533592412533,3.677614664889093,446.2028,429.111,439.5533,442.7198,441.4056,443.7095,457.458,442.0468,442.085,468.7303,502.6839,497.6613,492.3314,455.6094,462.7422,429.5207,437.9046,448.9748,430.6079,436.3686,438.6805,438.2992,423.0599
Job_P042_R04.odb,42,4,-7.964995973102673,-6.093392299141627,-6.123208992299625,0.41283307934591285,105.92533592412533,3.677614664889093,447.0032,429.3383,440.2302,442.624,441.279,444.1416,456.2317,440.9476,441.5035,467.628,502.3391,497.5788,492.4696,455.8277,463.5404,430.4453,438.7855,449.8716,431.1101,436.8531,439.3937,438.8345,423.9789
Job_P042_R05.odb,42,5,-7.964995973102673,-6.093392299141627,-6.123208992299625,0.41283307934591285,105.92533592412533,3.677614664889093,445.4308,428.2855,438.7205,441.8276,440.4072,443.5031,457.9788,442.8106,443.575,469.666,502.9118,498.5102,491.3667,456.0762,463.0443,430.5911,438.7674,449.6233,431.8149,437.12,438.8114,437.7746,422.4901
Job_P042_R06.odb,42,6,-7.964995973102673,-6.093392299141627,-6.123208992299625,0.41283307934591285,105.92533592412533,3.677614664889093,445.9542,428.6497,439.1623,442.093,440.662,442.3737,457.8607,442.9341,443.7263,470.4196,503.0285,498.1654,491.8766,456.0805,463.0869,430.6761,439.0938,450.5074,430.9578,436.3974,438.6147,437.7616,422.3218
Job_P042_R07.odb,42,7,-7.964995973102673,-6.093392299141627,-6.123208992299625,0.41283307934591285,105.92533592412533,3.677614664889093,445.4889,428.3067,438.9444,442.6625,441.5043,442.4872,458.2855,442.9146,443.907,470.7166,502.8813,498.3371,491.9902,455.6661,462.5178,430.5253,438.9319,450.3928,431.28,436.4548,438.8562,437.5089,422.0931
Job_P042_R08.odb,42,8,-7.964995973102673,-6.093392299141627,-6.123208992299625,0.41283307934591285,105.92533592412533,3.677614664889093,446.4258,429.0326,438.6412,441.985,441.2804,443.7952,457.9413,442.8361,443.3133,469.8126,502.6815,498.3655,492.0554,456.2448,463.3534,430.5637,439.4944,450.7034,431.5226,437.32,439.0275,438.2734,422.6542
Job_P042_R09.odb,42,9,-7.964995973102673,-6.093392299141627,-6.123208992299625,0.41283307934591285,105.92533592412533,3.677614664889093,446.6897,428.5366,438.3339,441.2016,439.2284,444.3686,455.6387,440.7931,442.1555,468.1197,502.1123,499.0283,491.9695,457.8544,464.7792,432.3204,440.3521,452.0475,432.5173,437.0002,438.4105,438.4922,423.7422
Job_P042_R10.odb,42,10,-7.964995973102673,-6.093392299141627,-6.123208992299625,0.41283307934591285,105.92533592412533,3.677614664889093,444.7843,427.986,439.2895,443.6453,443.3198,445.1275,459.6301,444.0808,443.7655,468.7357,500.2065,495.7847,490.0791,454.3485,460.9297,429.2161,438.8164,449.8416,432.9799,439.0489,440.7539,440.4583,424.3519
Job_P042_R11.odb,42,11,-7.964995973102673,-6.093392299141627,-6.123208992299625,0.41283307934591285,105.92533592412533,3.677614664889093,445.6537,428.4547,439.083,441.8179,441.0729,444.3939,457.168,442.1396,442.8624,468.4387,501.7366,497.5739,490.9959,456.7369,463.9004,431.224,440.0343,450.465,432.661,437.529,439.5632,439.0718,423.7997
Job_P042_R12.odb,42,12,-7.964995973102673,-6.093392299141627,-6.123208992299625,0.41283307934591285,105.92533592412533,3.677614664889093,445.6761,428.6395,438.6553,442.1629,441.0239,444.1084,457.7652,442.8749,443.1025,468.8907,501.6965,497.5828,491.4125,455.8088,462.6087,430.7864,439.9654,450.8624,432.1108,437.289,439.6491,439.4241,423.7877
Job_P042_R13.odb,42,13,-7.964995973102673,-6.093392299141627,-6.123208992299625,0.41283307934591285,105.92533592412533,3.677614664889093,445.805,428.3449,439.5004,442.7813,440.8198,444.546,458.2984,442.3983,442.3587,468.4795,501.7116,497.3121,491.3155,455.855,463.2818,430.5135,439.5151,449.9804,432.2864,437.6067,439.3747,439.019,423.5902
Job_P042_R14.odb,42,14,-7.964995973102673,-6.093392299141627,-6.123208992299625,0.41283307934591285,105.92533592412533,3.677614664889093,445.1832,427.6182,438.3668,441.4591,439.9654,444.077,456.9895,442.3657,442.3121,468.8923,501.7455,498.148,491.6414,457.1045,463.6006,431.502,439.7669,450.9029,432.2795,437.7008,439.1708,438.6227,423.4413
Job_P042_R15.odb,42,15,-7.964995973102673,-6.093392299141627,-6.123208992299625,0.41283307934591285,105.92533592412533,3.677614664889093,444.4132,426.2276,436.7298,440.1503,439.9485,443.1104,457.3953,443.0905,444.0204,470.738,502.2088,499.402,491.0102,458.2815,464.1073,432.6816,441.1832,452.1999,433.1742,437.7944,438.8628,437.4437,421.5186
Job_P042_R16.odb,42,16,-7.964995973102673,-6.093392299141627,-6.123208992299625,0.41283307934591285,105.92533592412533,3.677614664889093,446.3022,428.9989,439.2537,442.086,441.16,444.012,458.1539,442.6345,443.1823,469.1283,501.8672,497.3538,491.1835,455.9906,463.4445,430.939,439.0942,451.2593,431.9455,437.7344,439.477,438.9311,423.3367
Job_P042_R17.odb,42,17,-7.964995973102673,-6.093392299141627,-6.123208992299625,0.41283307934591285,105.92533592412533,3.677614664889093,445.4276,428.0242,438.2097,441.729,440.913,443.8348,458.1389,443.1629,443.6808,469.3357,501.6039,497.9708,490.4179,456.3786,462.8877,431.3383,439.7275,451.3443,432.9166,437.2262,439.3764,439.0816,422.8743
Job_P042_R18.odb,42,18,-7.964995973102673,-6.093392299141627,-6.123208992299625,0.41283307934591285,105.92533592412533,3.677614664889093,447.5929,429.9169,439.998,442.6761,441.0943,444.0406,456.4107,441.1535,441.7178,468.1836,502.5868,497.7877,492.1923,456.5396,463.8894,430.6067,438.8642,450.5376,431.7398,436.8856,438.4675,438.826,423.8775
Job_P042_R19.odb,42,19,-7.964995973102673,-6.093392299141627,-6.123208992299625,0.41283307934591285,105.92533592412533,3.677614664889093,445.6765,428.4909,438.1033,441.6841,440.1387,442.6799,456.0308,441.3111,442.3882,469.0236,503.0939,498.8389,492.967,456.8857,463.8014,431.3499,439.0697,450.6417,431.1492,436.2079,437.446,437.0719,423.0651
Job_P042_R20.odb,42,20,-7.964995973102673,-6.093392299141627,-6.123208992299625,0.41283307934591285,105.92533592412533,3.677614664889093,446.5824,429.1616,438.437,441.4583,439.9062,442.8847,456.4182,441.07,442.4254,469.1681,503.8694,498.6447,493.3053,457.3482,464.7124,430.9894,438.7632,450.4507,430.893,436.323,438.2043,437.5485,422.4579
Job_P043_R01.odb,43,1,-8.423273686792047,-7.375327638444521,-6.6007305979243425,0.9262167072687041,87.0962266281906,1.2846952282203714,448.1525,430.4456,439.7105,443.355,443.0603,448.998,461.2183,447.9629,451.0375,476.9258,510.234,506.5129,497.5798,463.2011,469.8047,438.2438,446.1089,457.1724,438.3688,442.4987,444.3387,442.9484,427.7845
Job_P043_R02.odb,43,2,-8.423273686792047,-7.375327638444521,-6.6007305979243425,0.9262167072687041,87.0962266281906,1.2846952282203714,449.6486,432.4906,443.1829,446.6227,447.0189,450.2291,463.3818,446.9645,448.3023,473.7173,507.7462,501.6266,497.5359,460.6873,469.0256,435.024,445.4062,455.7512,438.9274,444.0235,445.0715,446.0918,430.8568
Job_P043_R03.odb,43,3,-8.423273686792047,-7.375327638444521,-6.6007305979243425,0.9262167072687041,87.0962266281906,1.2846952282203714,447.5933,430.6865,442.6577,445.9013,445.6236,449.8063,461.8985,446.2532,448.552,474.0536,510.1823,504.0951,499.1182,460.3328,466.1934,433.2114,442.1305,453.97,435.8038,440.8095,443.0272,443.4819,428.8765
Job_P043_R04.odb,43,4,-8.423273686792047,-7.375327638444521,-6.6007305979243425,0.9262167072687041,87.0962266281906,1.2846952282203714,448.8622,431.8144,442.7826,446.2261,445.5675,450.5558,462.0902,446.4625,447.8733,474.2054,507.2203,503.2844,496.3821,462.1697,468.5757,436.4936,445.0962,458.0626,439.0177,443.7173,445.5431,445.7601,430.0589
Job_P043_R05.odb,43,5,-8.423273686792047,-7.375327638444521,-6.6007305979243425,0.9262167072687041,87.0962266281906,1.2846952282203714,446.6993,430.3495,441.5729,445.6933,445.5405,449.0325,461.9146,448.3486,450.0202,475.6228,509.9991,503.5324,497.7825,461.4509,466.436,435.8365,443.242,454.5232,437.1427,440.9582,444.2311,443.5016,428.7833
Job_P043_R06.odb,43,6,-8.423273686792047,-7.375327638444521,-6.6007305979243425,0.9262167072687041,87.0962266281906,1.2846952282203714,447.0131,429.6984,440.7394,445.4335,445.2762,448.6725,462.7462,447.9925,449.1406,475.7834,508.0964,503.7246,497.3016,461.4422,466.6474,434.965,443.774,454.9372,437.3319,442.413,444.3413,444.7243,429.468
Job_P043_R07.odb,43,7,-8.423273686792047,-7.375327638444521,-6.6007305979243425,0.9262167072687041,87.0962266281906,1.2846952282203714,448.0334,431.1849,441.8808,445.544,445.7551,449.6411,461.9313,447.266,448.3842,473.8676,508.9785,504.955,498.4812,461.0846,468.6787,434.4849,443.3845,455.3644,435.4609,442.0678,444.0364,442.9317,429.8593
Job_P043_R08.odb,43,8,-8.423273686792047,-7.375327638444521,-6.6007305979243425,0.9262167072687041,87.0962266281906,1.2846952282203714,448.7008,432.5703,443.4606,446.0207,444.0744,450.1868,461.0293,446.7614,447.9792,473.7546,508.5363,503.6527,497.8505,461.7657,468.2678,435.6661,443.6072,454.4383,436.5245,442.1162,443.6995,444.9278,430.1006
Job_P043_R09.odb,43,9,-8.423273686792047,-7.375327638444521,-6.6007305979243425,0.9262167072687041,87.0962266281906,1.2846952282203714,448.0331,430.6364,441.1432,444.2003,443.3134,450.8591,460.4587,446.392,446.1285,472.4832,507.4334,503.8889,498.1379,461.3647,468.7658,437.0267,445.3152,455.8836,437.5651,442.2139,443.8807,444.7383,431.1399
